"","U7 NRO","U6 NRO","U5 NRO","U4 NRO","T7 NRO","T6 NRO","T5 NRO","T4 NRO","T4 Total","T5 Total","T6 Total","T7 Total","U4 Total","U5 Total","U6 Total","U7 Total"
"3306516",7.01854003988363,6.92741587812399,6.79754426197241,6.6234638963411,6.81917102530815,6.74274711483343,6.68567520794854,6.84141234599028,8.4683179089671,8.08141033332194,8.55946133198252,8.53015436555644,8.47461574033812,8.09488652625462,8.83018861387266,8.68129341336481
"3870733",6.02800426905838,6.02507586780556,6.45691588696044,6.57655495474877,7.8125546008511,7.66723201136123,7.51108164468783,7.75223101679715,7.11596522188529,6.79937914616448,7.48654320392476,6.91327453661443,5.98911305731972,5.4538333985417,5.45395516790448,5.95740454851639
"2618598",6.32698515734952,6.33520383750068,6.26125937038587,5.60395641790388,6.31474616795828,6.48010831613184,6.43313005605923,6.63533071476653,8.86372377377085,8.50565758362727,9.26758006571471,9.12634127975718,8.13159567762888,7.30207485282278,8.27306931288527,8.4026300945099
"2674808",7.59797497472514,7.5385278512642,7.74226325338804,7.26700056573356,6.53625648989838,6.62525478119658,6.50841087782085,6.78098054427913,6.57363325808726,6.42189682893406,6.64847283984204,6.30024822324934,7.15075830955177,7.19147642686925,7.3730298624518,7.53273375935899
"3690084",6.54616295722987,6.39336258298985,6.33933210770113,6.00887735336555,5.18459341294002,5.64982593401814,5.51359796016948,5.94145127042976,7.42973292339694,7.16419952083596,7.81324151525481,7.51272778080539,7.9829225324219,7.51078067682089,8.58359528174491,8.34498018528524
"3703164",8.0660195837617,7.92880992544102,7.76123842995596,7.231631949139,7.05237562590605,7.1438579204651,7.08483823776724,6.98077493950073,8.37576492808081,8.30853243637314,8.4303607871404,8.3093604858749,8.75145357693428,8.54939330095518,8.90993549750146,8.88272762788865
"3536336",8.12694228661903,7.87151093969167,7.93245752931675,7.10193011358,5.92915494320986,6.00454837347218,5.74137265830407,6.04812140629414,7.54407224798947,6.79105201279834,7.5801998093326,7.40796892780326,9.1682293486278,8.73663285779914,9.28876813617961,9.04426031632542
"2766262",5.15215851904675,5.5786121984482,5.79161838847077,5.77817680335694,7.21372479877155,7.59135250243109,7.12875758405795,7.40447158867947,7.51116189854366,7.45680818105902,8.28014558793744,8.14457206759647,6.18594587906796,5.25469083323635,6.26197692157029,6.34268760470607
"2633773",7.96091552709715,8.0365685098943,7.7988868187851,6.96114259209292,7.52372686453139,7.79885046729334,7.43679723132668,7.67473547081936,8.54366376160193,8.48735114378857,8.74847122820651,8.60475151827719,8.43475030076207,8.03918767150177,8.81452965772839,8.76099982424964
"3318443",8.23721004733021,8.28600906643594,8.18042759246094,8.77029000565006,9.44379163197518,9.85965075946467,9.65986042651458,9.90932180491154,10.2282649924317,10.0059692737544,10.6324141935314,10.5278435640286,9.81200371049122,8.41746600195204,9.4023863792011,8.96962720130974
"3815416",7.88916412547991,7.94033272401505,7.87264036840536,8.61548993582007,9.17997206716213,9.2938823714538,9.26991910057465,9.35393415299744,8.16523225413355,8.13414246529036,7.99573657185529,8.0251636783978,7.54303360576797,7.43645086848229,6.83365931597342,7.00497184833626
"3304004",8.46340329273704,8.32025015957283,8.44130868675061,8.10326270948656,6.79062353175541,6.50618268628401,6.75869529220104,6.62418652427808,7.02612114769663,6.98247157533829,6.92894351436697,6.83558869880616,9.21985739628155,9.60075904469888,9.44790768162792,9.49846350001288
